N02_001,N02_002,N02_003,N02_004,N02_005,N02_005c,N02_005g,lon,lat
21,4,上町線,阪堺電気軌道,天王寺駅前,007447,007447,135.51304,34.64638
21,4,上町線,阪堺電気軌道,住吉,007567,007567,135.49214658,34.6145127
21,4,上町線,阪堺電気軌道,松虫,007487,007487,135.50977,34.63529
21,4,上町線,阪堺電気軌道,帝塚山三丁目,007547,007547,135.50065,34.62037
21,4,上町線,阪堺電気軌道,神ノ木,007564,007564,135.49712,34.61585
21,4,上町線,阪堺電気軌道,阿倍野,007467,007460,135.51175,34.6416
21,4,上町線,阪堺電気軌道,姫松,007532,007532,135.50305,34.62393
12,4,神戸高速線,阪神電気鉄道,高速神戸,007217,007216,135.17515,34.67971
12,4,神戸高速線,阪神電気鉄道,西元町,007182,007182,135.17952,34.68368
12,4,神戸高速線,阪神電気鉄道,大開,007279,007279,135.16185,34.67132
12,4,神戸高速線,阪神電気鉄道,新開地,007242,007241,135.16962,34.67627
12,4,神戸高速線,阪神電気鉄道,高速長田,007315,007315,135.1509,34.66694
12,4,神戸高速線,阪神電気鉄道,西代,007361,007361,135.14356,34.6621
12,4,神戸高速線,阪神電気鉄道,元町,007160,007160,135.1866,34.68875
12,4,阪神なんば線,阪神電気鉄道,千鳥橋,007177,007177,135.45821,34.68537
12,4,阪神なんば線,阪神電気鉄道,西九条,007192,007187,135.46582,34.68241
12,4,阪神なんば線,阪神電気鉄道,尼崎,006981,006981,135.41788,34.71837
12,4,阪神なんば線,阪神電気鉄道,福,007077,007077,135.44296,34.69955
12,4,阪神なんば線,阪神電気鉄道,伝法,007156,007156,135.45187,34.68895
12,4,阪神なんば線,阪神電気鉄道,大物,006997,006996,135.42652,34.71627
12,4,阪神なんば線,阪神電気鉄道,出来島,007037,007037,135.43714,34.70689
12,4,武庫川線,阪神電気鉄道,武庫川,006985,006980,135.38104,34.71805
12,4,武庫川線,阪神電気鉄道,洲先,007031,007031,135.37782,34.70869
12,4,武庫川線,阪神電気鉄道,東鳴尾,007010,007010,135.3791,34.71239
12,4,武庫川線,阪神電気鉄道,武庫川団地前,007052,007052,135.37471,34.70464
12,4,本線,阪神電気鉄道,大阪梅田,007071,007071,135.49719,34.70147
12,4,本線,阪神電気鉄道,淀川,007097,007097,135.46551,34.6959
12,4,本線,阪神電気鉄道,福島,007098,007091,135.48906,34.69636
12,4,本線,阪神電気鉄道,野田,007109,007109,135.47653,34.69438
12,4,本線,阪神電気鉄道,姫島,007057,007057,135.4585,34.70405
12,4,本線,阪神電気鉄道,打出,006921,006921,135.31519,34.73149
12,4,本線,阪神電気鉄道,甲子園,006954,006954,135.3627,34.7242
12,4,本線,阪神電気鉄道,魚崎,007012,007005,135.26923,34.71257
12,4,本線,阪神電気鉄道,西宮,006894,006894,135.34058,34.73654
12,4,本線,阪神電気鉄道,住吉,007007,007007,135.26083,34.71321
12,4,本線,阪神電気鉄道,芦屋,006936,006936,135.30301,34.72754
12,4,本線,阪神電気鉄道,香櫨園,006907,006907,135.32845,34.73423
12,4,本線,阪神電気鉄道,深江,006963,006963,135.29096,34.72235
12,4,本線,阪神電気鉄道,青木,006991,006991,135.28024,34.71667
12,4,本線,阪神電気鉄道,武庫川,006980,006980,135.38305,34.71844
12,4,本線,阪神電気鉄道,出屋敷,006987,006987,135.40509,34.71821
12,4,本線,阪神電気鉄道,大物,006996,006996,135.42669,34.71661
12,4,本線,阪神電気鉄道,尼崎センタープール前,006988,006988,135.39539,34.71793
12,4,本線,阪神電気鉄道,杭瀬,006986,006986,135.43921,34.71805
12,4,本線,阪神電気鉄道,千船,007014,007014,135.44569,34.71183
12,4,本線,阪神電気鉄道,久寿川,006939,006939,135.35658,34.72723
12,4,本線,阪神電気鉄道,尼崎,006982,006981,135.41788,34.71837
12,4,本線,阪神電気鉄道,鳴尾・武庫川女子大前,006975,006975,135.37035,34.71968
12,4,本線,阪神電気鉄道,今津,006925,006917,135.35136,34.73118
12,4,本線,阪神電気鉄道,西灘,007047,007047,135.22369,34.70555
12,4,本線,阪神電気鉄道,神戸三宮,007116,007120,135.19504,34.69374
12,4,本線,阪神電気鉄道,石屋川,007006,007006,135.24885,34.71315
12,4,本線,阪神電気鉄道,岩屋,007058,007058,135.21773,34.70401
12,4,本線,阪神電気鉄道,大石,007034,007034,135.23043,34.70751
12,4,本線,阪神電気鉄道,御影,007003,007003,135.25536,34.71493
12,4,本線,阪神電気鉄道,春日野道,007078,007078,135.20781,34.69947
12,4,本線,阪神電気鉄道,元町,007161,007160,135.1866,34.68875
12,4,本線,阪神電気鉄道,新在家,007020,007020,135.24012,34.71047
12,5,埼玉高速鉄道線,埼玉高速鉄道,戸塚安行,002988,002988,139.75379,35.85996
12,5,埼玉高速鉄道線,埼玉高速鉄道,東川口,002956,002956,139.7431,35.87725
12,5,埼玉高速鉄道線,埼玉高速鉄道,南鳩ヶ谷,003054,003054,139.73631,35.81689
12,5,埼玉高速鉄道線,埼玉高速鉄道,鳩ヶ谷,003036,003036,139.73579,35.8316
12,5,埼玉高速鉄道線,埼玉高速鉄道,浦和美園,002933,002933,139.72738,35.89431
12,5,埼玉高速鉄道線,埼玉高速鉄道,赤羽岩淵,003142,003141,139.72076,35.78361
12,5,埼玉高速鉄道線,埼玉高速鉄道,川口元郷,003092,003092,139.72963,35.79974
12,5,埼玉高速鉄道線,埼玉高速鉄道,新井宿,003017,003017,139.73911,35.84304
16,5,伊奈線,埼玉新都市交通,内宿,002742,002742,139.60028,36.01357
16,5,伊奈線,埼玉新都市交通,原市,002812,002812,139.62212,35.96351
16,5,伊奈線,埼玉新都市交通,加茂宮,002857,002857,139.617,35.93609
16,5,伊奈線,埼玉新都市交通,沼南,002802,002802,139.62357,35.97133
16,5,伊奈線,埼玉新都市交通,今羽,002835,002835,139.61967,35.95036
16,5,伊奈線,埼玉新都市交通,吉野原,002824,002824,139.62098,35.95735
16,5,伊奈線,埼玉新都市交通,大宮,002906,002914,139.62235,35.90773
16,5,伊奈線,埼玉新都市交通,丸山,002787,002787,139.62453,35.97929
16,5,伊奈線,埼玉新都市交通,伊奈中央,002756,002756,139.6168,35.99972
16,5,伊奈線,埼玉新都市交通,鉄道博物館,002881,002881,139.6177,35.92058
16,5,伊奈線,埼玉新都市交通,東宮原,002844,002844,139.6183,35.94304
16,5,伊奈線,埼玉新都市交通,羽貫,002747,002747,139.60882,36.00691
16,5,伊奈線,埼玉新都市交通,志久,002770,002770,139.62232,35.9907
21,5,1条線,一般社団法人札幌市交通事業振興公社,西8丁目,000238,000238,141.34701,43.05822
21,5,1条線,一般社団法人札幌市交通事業振興公社,西15丁目,000247,000247,141.33529,43.05648
21,5,1条線,一般社団法人札幌市交通事業振興公社,西4丁目,000235,000235,141.35214,43.05893
21,5,1条線,一般社団法人札幌市交通事業振興公社,中央区役所前,000241,000241,141.34227,43.05756
21,5,山鼻西線,一般社団法人札幌市交通事業振興公社,中央図書館前,000293,000293,141.33977,43.0304
21,5,山鼻西線,一般社団法人札幌市交通事業振興公社,西15丁目,000248,000247,141.33529,43.05648
21,5,山鼻西線,一般社団法人札幌市交通事業振興公社,西線11条,000270,000270,141.33584,43.04519
21,5,山鼻西線,一般社団法人札幌市交通事業振興公社,西線9条旭山公園通,000263,000263,141.33543,43.04846
21,5,山鼻西線,一般社団法人札幌市交通事業振興公社,ロープウェイ入口,000286,000286,141.33725,43.03418
21,5,山鼻西線,一般社団法人札幌市交通事業振興公社,電車事業所前,000292,000292,141.33767,43.03089
21,5,山鼻西線,一般社団法人札幌市交通事業振興公社,西線14条,000274,000274,141.33641,43.04085
21,5,山鼻西線,一般社団法人札幌市交通事業振興公社,西線16条,000281,000281,141.33682,43.03755
21,5,山鼻西線,一般社団法人札幌市交通事業振興公社,西線6条,000260,000260,141.33501,43.05179
21,5,山鼻線,一般社団法人札幌市交通事業振興公社,石山通,000291,000291,141.34453,43.03073
21,5,山鼻線,一般社団法人札幌市交通事業振興公社,資生館小学校前,000254,000254,141.34955,43.05516
21,5,山鼻線,一般社団法人札幌市交通事業振興公社,すすきの,000251,000251,141.35304,43.0556
21,5,山鼻線,一般社団法人札幌市交通事業振興公社,東屯田通,000290,000290,141.34916,43.03107
21,5,山鼻線,一般社団法人札幌市交通事業振興公社,山鼻9条,000261,000261,141.34974,43.04925
21,5,山鼻線,一般社団法人札幌市交通事業振興公社,中島公園通,000268,000268,141.35012,43.04613
21,5,山鼻線,一般社団法人札幌市交通事業振興公社,静修学園前,000279,000279,141.35109,43.03853
21,5,山鼻線,一般社団法人札幌市交通事業振興公社,中央図書館前,000294,000293,141.33977,43.0304
21,5,山鼻線,一般社団法人札幌市交通事業振興公社,行啓通,000272,000272,141.35065,43.04189
21,5,山鼻線,一般社団法人札幌市交通事業振興公社,山鼻19条,000284,000284,141.35153,43.03529
21,5,山鼻線,一般社団法人札幌市交通事業振興公社,幌南小学校前,000288,000288,141.35188,43.03247
21,5,山鼻線,一般社団法人札幌市交通事業振興公社,東本願寺前,000259,000259,141.3493,43.05194
16,3,東西線,札幌市,新さっぽろ,000277,000277,141.47386,43.03823
16,3,東西線,札幌市,二十四軒,000225,000225,141.31465,43.07002
16,3,東西線,札幌市,ひばりが丘,000289,000289,141.46346,43.03175
16,3,東西線,札幌市,東札幌,000258,000258,141.38467,43.05181
16,3,東西線,札幌市,円山公園,000250,000250,141.32049,43.05587
16,3,東西線,札幌市,南郷7丁目,000275,000275,141.41013,43.04059
16,3,東西線,札幌市,琴似,000220,000220,141.30509,43.07505
16,3,東西線,札幌市,大谷地,000297,000297,141.45217,43.02757
16,3,東西線,札幌市,西11丁目,000237,000237,141.34251,43.05882
16,3,東西線,札幌市,南郷13丁目,000283,000283,141.42197,43.0361
16,3,東西線,札幌市,西28丁目,000231,000231,141.31473,43.06024
16,3,東西線,札幌市,宮の沢,000208,000208,141.27873,43.08889
16,3,東西線,札幌市,大通,000233,000233,141.35213,43.06007
16,3,東西線,札幌市,バスセンター前,000230,000230,141.36099,43.0614
16,3,東西線,札幌市,発寒南,000216,000216,141.29087,43.08115
16,3,東西線,札幌市,南郷18丁目,000295,000295,141.43453,43.03051
16,3,東西線,札幌市,西18丁目,000244,000244,141.33139,43.05736
16,3,東西線,札幌市,菊水,000243,000243,141.37215,43.05779
16,3,東西線,札幌市,白石,000267,000267,141.3947,43.04669
16,3,東豊線,札幌市,学園前,000264,000264,141.36881,43.04826
16,3,東豊線,札幌市,大通,000232,000233,141.35535,43.06056
16,3,東豊線,札幌市,環状通東,000212,000212,141.37423,43.0832
16,3,東豊線,札幌市,美園,000282,000282,141.38571,43.03619
16,3,東豊線,札幌市,福住,000299,000299,141.4025,43.02219
16,3,東豊線,札幌市,豊平公園,000271,000271,141.37556,43.04248
16,3,東豊線,札幌市,栄町,000194,000194,141.3673,43.11238
16,3,東豊線,札幌市,さっぽろ,000228,000228,141.35371,43.06693
16,3,東豊線,札幌市,豊水すすきの,000257,000257,141.35682,43.05477
16,3,東豊線,札幌市,元町,000205,000205,141.37164,43.09466
16,3,東豊線,札幌市,北13条東,000219,000219,141.3558,43.07695
16,3,東豊線,札幌市,新道東,000199,000199,141.36929,43.10423
16,3,東豊線,札幌市,東区役所前,000218,000218,141.36609,43.07832
16,3,東豊線,札幌市,月寒中央,000296,000296,141.39679,43.02984
16,3,南北線,札幌市,平岸,000285,000285,141.36767,43.03472
16,3,南北線,札幌市,南平岸,000298,000298,141.37131,43.02652
16,3,南北線,札幌市,北24条,000207,000207,141.34496,43.08904
16,3,南北線,札幌市,大通,000234,000233,141.35213,43.06007
16,3,南北線,札幌市,自衛隊前,000307,000307,141.36478,43.00553
16,3,南北線,札幌市,さっぽろ,000229,000228,141.35051,43.06646
16,3,南北線,札幌市,すすきの,000253,000251,141.35322,43.05594
16,3,南北線,札幌市,北34条,000203,000203,141.34226,43.09955
16,3,南北線,札幌市,中の島,000280,000280,141.36063,43.03778
16,3,南北線,札幌市,幌平橋,000276,000276,141.35542,43.04061
16,3,南北線,札幌市,真駒内,000314,000314,141.35862,42.99174
16,3,南北線,札幌市,澄川,000301,000301,141.36728,43.01635
16,3,南北線,札幌市,麻生,000197,000197,141.33865,43.10771
16,3,南北線,札幌市,北12条,000221,000221,141.34837,43.07521
16,3,南北線,札幌市,北18条,000215,000215,141.34664,43.08211
16,3,南北線,札幌市,中島公園,000262,000262,141.35493,43.04906
12,4,近鉄連絡線,三岐鉄道,近鉄富田,005982,005982,136.64948,35.00661
12,4,三岐線,三岐鉄道,保々,005841,005841,136.56558,35.04697
12,4,三岐線,三岐鉄道,伊勢治田,005580,005580,136.51456,35.13321
12,4,三岐線,三岐鉄道,大安,005722,005722,136.54564,35.09188
12,4,三岐線,三岐鉄道,北勢中央公園口,005799,005799,136.56598,35.06094
12,4,三岐線,三岐鉄道,梅戸井,005753,005753,136.55691,35.07529
12,4,三岐線,三岐鉄道,暁学園前,005872,005872,136.60558,35.03294
12,4,三岐線,三岐鉄道,大矢知,005906,005906,136.63383,35.02195
12,4,三岐線,三岐鉄道,山城,005868,005868,136.58796,35.0352
12,4,三岐線,三岐鉄道,東藤原,005537,005537,136.49872,35.14773
12,4,三岐線,三岐鉄道,西野尻,005481,005481,136.48761,35.16426
12,4,三岐線,三岐鉄道,三里,005675,005675,136.53815,35.10753
12,4,三岐線,三岐鉄道,丹生川,005617,005617,136.51928,35.12295
12,4,三岐線,三岐鉄道,平津,005882,005882,136.61806,35.02857
12,4,三岐線,三岐鉄道,西藤原,005458,005458,136.47787,35.17045
12,4,北勢線,三岐鉄道,在良,005797,005797,136.64318,35.06089
12,4,北勢線,三岐鉄道,東員,005747,005747,136.58675,35.07831
12,4,北勢線,三岐鉄道,馬道,005798,005798,136.67601,35.06056
12,4,北勢線,三岐鉄道,七和,005769,005769,136.61513,35.06928
12,4,北勢線,三岐鉄道,阿下喜,005540,005540,136.51854,35.14624
12,4,北勢線,三岐鉄道,穴太,005758,005758,136.60497,35.07295
12,4,北勢線,三岐鉄道,大泉,005711,005711,136.56998,35.09483
12,4,北勢線,三岐鉄道,西別所,005801,005801,136.66564,35.05961
12,4,北勢線,三岐鉄道,麻生田,005575,005575,136.53555,35.13391
12,4,北勢線,三岐鉄道,西桑名,005785,005785,136.68371,35.06507
12,4,北勢線,三岐鉄道,星川,005789,005789,136.63063,35.06409
12,4,北勢線,三岐鉄道,蓮花寺,005802,005802,136.650666,35.059521
12,4,北勢線,三岐鉄道,楚原,005664,005664,136.55999,35.11107
12,5,南リアス線,三陸鉄道,唐丹,000936,000936,141.86106,39.20152
12,5,南リアス線,三陸鉄道,陸前赤崎,000954,000954,141.74071,39.06866
12,5,南リアス線,三陸鉄道,吉浜,000941,000941,141.83684,39.15135
12,5,南リアス線,三陸鉄道,恋し浜,000952,000952,141.816,39.07459
12,5,南リアス線,三陸鉄道,甫嶺,000950,000950,141.80677,39.09291
12,5,南リアス線,三陸鉄道,綾里,000956,000956,141.79973,39.05426
12,5,南リアス線,三陸鉄道,平田,000930,000930,141.88591,39.24538
12,5,南リアス線,三陸鉄道,三陸,000946,000946,141.81,39.11685
12,5,南リアス線,三陸鉄道,盛,000951,000951,141.71085,39.08589
12,5,リアス線,三陸鉄道,釜石,000920,000919,141.87225,39.27356
12,5,北リアス線,三陸鉄道,摂待,000768,000768,141.96222,39.8098
12,5,北リアス線,三陸鉄道,一の渡,000801,000801,141.9428,39.68716
12,5,北リアス線,三陸鉄道,佐羽根,000788,000788,141.93588,39.71112
12,5,北リアス線,三陸鉄道,陸中宇部,000705,000705,141.78548,40.13252
12,5,北リアス線,三陸鉄道,普代,000728,000728,141.88634,40.0028
12,5,北リアス線,三陸鉄道,白井海岸,000725,000725,141.88297,40.03293
12,5,北リアス線,三陸鉄道,岩泉小本,000763,000763,141.95837,39.84311
12,5,北リアス線,三陸鉄道,堀内,000720,000720,141.8591,40.05212
12,5,北リアス線,三陸鉄道,田老,000780,000780,141.96493,39.73218
12,5,リアス線,三陸鉄道,宮古,000815,000814,141.94644,39.6401
12,5,北リアス線,三陸鉄道,野田玉川,000716,000716,141.82876,40.08309
12,5,北リアス線,三陸鉄道,田野畑,000740,000740,141.93356,39.93457
12,5,北リアス線,三陸鉄道,久慈,000695,000694,141.77066,40.19119
12,5,北リアス線,三陸鉄道,陸中野田,000709,000709,141.81875,40.11632
12,5,北リアス線,三陸鉄道,島越,000744,000744,141.93975,39.91538
12,5,フラワー長井線,山形鉄道,赤湯,001257,001256,140.14885,38.04657
12,5,フラワー長井線,山形鉄道,今泉,001249,001248,140.04423,38.0567
12,5,フラワー長井線,山形鉄道,荒砥,001208,001208,140.09717,38.18777
12,5,フラワー長井線,山形鉄道,梨郷,001247,001247,140.09812,38.05728
12,5,フラワー長井線,山形鉄道,おりはた,001243,001243,140.12213,38.06623
12,5,フラワー長井線,山形鉄道,西大塚,001251,001251,140.06458,38.05542
12,5,フラワー長井線,山形鉄道,長井,001230,001230,140.0336,38.10619
12,5,フラワー長井線,山形鉄道,蚕桑,001216,001216,140.04675,38.16143
12,5,フラワー長井線,山形鉄道,鮎貝,001211,001211,140.07081,38.1823
12,5,フラワー長井線,山形鉄道,あやめ公園,001227,001227,140.03278,38.11419
12,5,フラワー長井線,山形鉄道,南長井,001232,001232,140.03455,38.09761
12,5,フラワー長井線,山形鉄道,南陽市役所,001250,001250,140.14879,38.05582
12,5,フラワー長井線,山形鉄道,時庭,001238,001238,140.02959,38.07666
12,5,フラワー長井線,山形鉄道,羽前成田,001223,001223,140.03512,38.13106
12,5,フラワー長井線,山形鉄道,宮内,001239,001239,140.13474,38.07106
12,5,フラワー長井線,山形鉄道,白兎,001220,001220,140.04099,38.14964
16,4,ユーカリが丘線,山万,公園,003386,003386,140.15372,35.73077
16,4,ユーカリが丘線,山万,中学校,003316,003316,140.14838,35.73979
16,4,ユーカリが丘線,山万,井野,003366,003366,140.14865,35.73262
16,4,ユーカリが丘線,山万,地区センター,003429,003429,140.15519,35.72585
16,4,ユーカリが丘線,山万,ユーカリが丘,003452,003452,140.157,35.72244
16,4,ユーカリが丘線,山万,女子大,003326,003326,140.1549,35.7384
12,4,本線,山陽電気鉄道,大塩,006715,006715,134.75759,34.77936
12,4,本線,山陽電気鉄道,別府,006929,006929,134.85036,34.73044
12,4,本線,山陽電気鉄道,山陽魚住,007155,007155,134.90172,34.68946
12,4,本線,山陽電気鉄道,尾上の松,006840,006840,134.82059,34.74876
12,4,本線,山陽電気鉄道,伊保,006759,006759,134.78691,34.76738
12,4,本線,山陽電気鉄道,飾磨,006631,006631,134.67512,34.79983
12,4,本線,山陽電気鉄道,高砂,006825,006825,134.8023,34.75198
12,4,本線,山陽電気鉄道,的形,006712,006712,134.74111,34.7801
12,4,本線,山陽電気鉄道,藤江,007352,007352,134.94729,34.66359
12,4,本線,山陽電気鉄道,板宿,007372,007372,135.13321,34.66012
12,4,本線,山陽電気鉄道,西代,007362,007361,135.14356,34.6621
12,4,本線,山陽電気鉄道,山陽曽根,006725,006725,134.77323,34.7755
12,4,本線,山陽電気鉄道,播磨町,006995,006995,134.86791,34.71695
12,4,本線,山陽電気鉄道,西江井ヶ島,007171,007171,134.90782,34.68592
12,4,本線,山陽電気鉄道,白浜の宮,006693,006693,134.70662,34.7869
12,4,本線,山陽電気鉄道,西二見,007038,007038,134.87748,34.70691
12,4,本線,山陽電気鉄道,妻鹿,006669,006669,134.69342,34.79212
12,4,本線,山陽電気鉄道,中八木,007281,007281,134.93585,34.67101
12,4,本線,山陽電気鉄道,浜の宮,006871,006871,134.83366,34.74104
12,4,本線,山陽電気鉄道,江井ヶ島,007227,007227,134.91961,34.67919
12,4,本線,山陽電気鉄道,八家,006701,006701,134.72217,34.78423
12,4,本線,山陽電気鉄道,東二見,007076,007076,134.88755,34.70055
12,4,本線,山陽電気鉄道,亀山,006583,006583,134.67658,34.81031
12,4,本線,山陽電気鉄道,山陽姫路,006497,006497,134.68895,34.82884
12,4,本線,山陽電気鉄道,荒井,006806,006806,134.7934,34.75807
12,4,本線,山陽電気鉄道,手柄,006541,006541,134.68124,34.8196
12,4,本線,山陽電気鉄道,西新町,007426,007426,134.98043,34.64952
12,4,本線,山陽電気鉄道,須磨浦公園,007480,007480,135.09973,34.63769
12,4,本線,山陽電気鉄道,月見山,007420,007420,135.12222,34.65027
12,4,本線,山陽電気鉄道,山陽垂水,007512,007512,135.05317,34.62929
12,4,本線,山陽電気鉄道,大蔵谷,007444,007444,135.00799,34.64672
12,4,本線,山陽電気鉄道,人丸前,007437,007437,135.00217,34.6476
12,4,本線,山陽電気鉄道,舞子公園,007492,007492,135.03336,34.6343
12,4,本線,山陽電気鉄道,滝の茶屋,007504,007504,135.0725,34.63112
12,4,本線,山陽電気鉄道,東須磨,007400,007400,135.12711,34.65488
12,4,本線,山陽電気鉄道,山陽明石,007429,007429,134.99223,34.64887
12,4,本線,山陽電気鉄道,須磨寺,007449,007449,135.11607,34.64572
12,4,本線,山陽電気鉄道,霞ヶ丘,007508,007508,135.04231,34.63065
12,4,本線,山陽電気鉄道,山陽須磨,007457,007457,135.11169,34.64346
12,4,本線,山陽電気鉄道,東垂水,007511,007511,135.0632,34.62931
12,4,本線,山陽電気鉄道,林崎松江海岸,007415,007415,134.96478,34.65246
12,4,本線,山陽電気鉄道,山陽塩屋,007496,007496,135.08168,34.6335
12,4,本線,山陽電気鉄道,西舞子,007474,007474,135.02772,34.63896
12,4,網干線,山陽電気鉄道,広畑,006641,006641,134.62715,34.79791
12,4,網干線,山陽電気鉄道,平松,006676,006676,134.60149,34.79088
12,4,網干線,山陽電気鉄道,山陽天満,006652,006652,134.61781,34.7965
12,4,網干線,山陽電気鉄道,山陽網干,006691,006691,134.58859,34.78711
12,4,網干線,山陽電気鉄道,夢前川,006637,006637,134.63894,34.79829
12,4,網干線,山陽電気鉄道,西飾磨,006613,006613,134.65079,34.80288
12,4,網干線,山陽電気鉄道,飾磨,006632,006631,134.67512,34.79983
13,4,八栗ケーブル,四国ケーブル,八栗登山口,008153,008153,134.13358,34.35502
13,4,八栗ケーブル,四国ケーブル,八栗山上,008147,008147,134.13919,34.35776
11,2,高徳線,四国旅客鉄道,昭和町,008171,008171,134.03217,34.34434
11,2,高徳線,四国旅客鉄道,讃岐牟礼,008200,008200,134.14737,34.33646
11,2,高徳線,四国旅客鉄道,木太町,008209,008209,134.07956,34.33185
11,2,高徳線,四国旅客鉄道,丹生,008330,008330,134.30109,34.25505
11,2,高徳線,四国旅客鉄道,讃岐津田,008276,008276,134.24772,34.28874
11,2,高徳線,四国旅客鉄道,讃岐相生,008387,008387,134.42384,34.21225
11,2,高徳線,四国旅客鉄道,鶴羽,008290,008290,134.27356,34.28005
11,2,高徳線,四国旅客鉄道,造田,008285,008285,134.18576,34.28295
11,2,高徳線,四国旅客鉄道,栗林,008208,008208,134.05308,34.33234
11,2,高徳線,四国旅客鉄道,三本松,008334,008334,134.33418,34.25174
11,2,高徳線,四国旅客鉄道,引田,008377,008377,134.40115,34.22449
11,2,高徳線,四国旅客鉄道,志度,008227,008227,134.17243,34.32163
11,2,高徳線,四国旅客鉄道,讃岐白鳥,008347,008347,134.36545,34.2437
11,2,高徳線,四国旅客鉄道,オレンジタウン,008261,008261,134.18071,34.3023
11,2,高徳線,四国旅客鉄道,栗林公園北口,008203,008203,134.04105,34.33492
11,2,高徳線,四国旅客鉄道,屋島,008198,008198,134.10917,34.3367
11,2,高徳線,四国旅客鉄道,古高松南,008181,008181,134.12171,34.34112
11,2,高徳線,四国旅客鉄道,神前,008286,008286,134.20846,34.28278
11,2,高徳線,四国旅客鉄道,八栗口,008189,008189,134.13648,34.33928
11,2,高徳線,四国旅客鉄道,高松,008163,008163,134.04646,34.35106
11,2,高徳線,四国旅客鉄道,板東,008441,008441,134.50606,34.15538
11,2,高徳線,四国旅客鉄道,阿波大宮,008415,008415,134.44835,34.17899
11,2,高徳線,四国旅客鉄道,勝瑞,008458,008458,134.52817,34.12844
11,2,高徳線,四国旅客鉄道,吉成,008462,008462,134.53066,34.11908
11,2,高徳線,四国旅客鉄道,阿波川端,008446,008446,134.48345,34.14875
11,2,高徳線,四国旅客鉄道,池谷,008444,008443,134.52835,34.15343
11,2,高徳線,四国旅客鉄道,板野,008453,008453,134.46457,34.14191
11,2,高徳線,四国旅客鉄道,徳島,008493,008493,134.55049,34.07498
11,2,高徳線,四国旅客鉄道,佐古,008483,008483,134.53819,34.08082
11,2,土讃線,四国旅客鉄道,金蔵寺,008342,008342,133.77726,34.24852
11,2,土讃線,四国旅客鉄道,多度津,008300,008300,133.75762,34.27184
11,2,土讃線,四国旅客鉄道,善通寺,008371,008371,133.78905,34.23035
11,2,土讃線,四国旅客鉄道,阿波川口,008614,008614,133.75474,33.96407
11,2,土讃線,四国旅客鉄道,土佐大津,009066,009066,133.61148,33.57645
11,2,土讃線,四国旅客鉄道,入明,009092,009092,133.52997,33.5672
11,2,土讃線,四国旅客鉄道,佃,008552,008552,133.85834,34.03244
11,2,土讃線,四国旅客鉄道,円行寺口,009102,009102,133.52045,33.56567
11,2,土讃線,四国旅客鉄道,三縄,008578,008578,133.7873,34.00712
11,2,土讃線,四国旅客鉄道,高知商業前,009132,009132,133.4974,33.55838
11,2,土讃線,四国旅客鉄道,土佐穴内,008835,008835,133.6957,33.77915
11,2,土讃線,四国旅客鉄道,黒川,008456,008456,133.82,34.13341
11,2,土讃線,四国旅客鉄道,琴平,008408,008408,133.82092,34.19268
11,2,土讃線,四国旅客鉄道,高知,009095,009095,133.54202,33.56697
11,2,土讃線,四国旅客鉄道,土佐山田,009004,009004,133.68398,33.60694
11,2,土讃線,四国旅客鉄道,豊永,008819,008819,133.76018,33.79717
11,2,土讃線,四国旅客鉄道,讃岐財田,008463,008463,133.81542,34.11765
11,2,土讃線,四国旅客鉄道,大田口,008829,008829,133.72627,33.78572
11,2,土讃線,四国旅客鉄道,朝倉,009168,009168,133.4855,33.55156
11,2,土讃線,四国旅客鉄道,土佐一宮,009059,009059,133.57649,33.57931
11,2,土讃線,四国旅客鉄道,箸蔵,008541,008541,133.8482,34.04003
11,2,土讃線,四国旅客鉄道,薊野,009061,009061,133.56046,33.57839
11,2,土讃線,四国旅客鉄道,角茂谷,008897,008897,133.69244,33.69613
11,2,土讃線,四国旅客鉄道,土佐長岡,009024,009024,133.662,33.5915
11,2,土讃線,四国旅客鉄道,小歩危,008650,008650,133.75881,33.92368
11,2,土讃線,四国旅客鉄道,坪尻,008522,008522,133.82356,34.05419
11,2,土讃線,四国旅客鉄道,祖谷口,008600,008600,133.78069,33.97298
11,2,土讃線,四国旅客鉄道,旭,009129,009129,133.50769,33.55858
11,2,土讃線,四国旅客鉄道,土佐岩原,008790,008790,133.78846,33.8229
11,2,土讃線,四国旅客鉄道,土佐北川,008884,008884,133.6861,33.71505
11,2,土讃線,四国旅客鉄道,繁藤,008912,008912,133.69056,33.68052
11,2,土讃線,四国旅客鉄道,阿波池田,008561,008561,133.80515,34.02656
11,2,土讃線,四国旅客鉄道,山田西町,009009,009009,133.67704,33.60432
11,2,土讃線,四国旅客鉄道,布師田,009071,009071,133.58981,33.57561
11,2,土讃線,四国旅客鉄道,大歩危,008691,008691,133.76697,33.8767
11,2,土讃線,四国旅客鉄道,新改,008946,008946,133.69566,33.64934
11,2,土讃線,四国旅客鉄道,大杉,008850,008850,133.66449,33.76059
11,2,土讃線,四国旅客鉄道,塩入,008440,008440,133.85048,34.1564
11,2,土讃線,四国旅客鉄道,後免,009057,009057,133.64444,33.57893
11,2,土讃線,四国旅客鉄道,土佐加茂,009221,009221,133.32052,33.52337
11,2,土讃線,四国旅客鉄道,六反地,009448,009448,133.16957,33.26235
11,2,土讃線,四国旅客鉄道,岡花,009218,009218,133.35088,33.52984
